candidate,,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
round,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
Clinton,DEWITT TWP,0,0,0,10,10,0.2214,0,0,0.0,11,11,0.2214,0,0,0,0,0,0.0,9,9,0.2214,0,0,0,2,0,0.0,6,7,0.0,6,9,0.2214,2,0,0.0,0,0,0.0,0,0,0.0
Clinton,LOW MOOR,0,0,0,1,1,0.0,0,0,0.0,2,2,0.2214,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,2,0.0,0,0,0.0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Clinton,OLIVE GRANT CALAMUS,0,0,0,3,13,0.2214,0,0,0.0,6,0,0.0,0,0,0,0,0,0.0,7,3,0.0,0,0,0,4,4,0.0,1,0,0.0,8,11,0.2214,0,0,0.0,0,0,0.0,2,0,0.0
Crawford,Southeast,0,0,0,14,16,0.45,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,6,8,0.15,0,0,0,2,0,0.0,3,0,0.0,8,9,0.15,1,0,0.0,0,0,0.0,0,0,0.0
Crawford,Charter Oak,0,0,0,6,10,0.15,0,0,0.0,5,0,0.0,0,0,0,0,0,0.0,5,12,0.15,0,0,0,5,0,0.0,0,0,0.0,1,0,0.0,2,2,0.0,0,0,0.0,0,0,0.0
Crawford,SRK,0,0,0,9,9,0.15,0,0,0.0,4,7,0.15,0,0,0,0,0,0.0,4,4,0.15,0,0,0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Crawford,Denison Ward 1,0,0,0,17,22,0.3,0,0,0.0,10,13,0.15,0,0,0,0,0,0.0,6,0,0.0,0,0,0,32,33,0.3,0,0,0.0,3,0,0.0,16,16,0.15,0,0,0.0,0,0,0.0
Crawford,Denison Ward 3-Goodrich Twp,0,0,0,27,29,0.6,0,0,0.0,10,12,0.15,0,0,0,0,0,0.0,0,0,0.0,0,0,0,21,21,0.45,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0
Crawford,Denison Ward 2-Denison Twp,0,0,0,10,10,0.3,0,0,0.0,13,13,0.3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,18,18,0.45,0,0,0.0,8,8,0.15,3,3,0.0,0,0,0.0,0,0,0.0
Crawford,DCAB,0,0,0,14,14,0.15,0,0,0.0,8,8,0.15,0,0,0,0,0,0.0,6,6,0.15,0,0,0,5,5,0.15,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Crawford,Northeast,0,0,0,6,10,0.3,0,0,0.0,2,0,0.0,0,0,0,1,0,0.0,2,4,0.15,0,0,0,4,6,0.15,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,3,0,0.0
Dallas,WEST DES MOINES 225,0,0,0,42,54,0.8286,0,0,0.0,64,75,0.8286,0,0,0,0,0,0.0,28,0,0.0,0,0,0,56,65,0.8286,1,0,0.0,52,63,0.8286,20,0,0.0,0,0,0.0,9,0,0.0
Dallas,WEST DES MOINES 221,0,0,0,84,101,0.8286,0,0,0.0,107,124,1.2429,0,0,0,0,0,0.0,51,0,0.0,0,0,0,76,80,0.8286,1,0,0.0,59,71,0.4143,17,0,0.0,0,0,0.0,0,0,0.0
Dallas,PERRY 2,0,0,0,18,28,0.4143,0,0,0.0,29,36,0.8286,0,0,0,0,0,0.0,11,0,0.0,0,0,0,11,0,0.0,3,0,0.0,16,23,0.4143,3,0,0.0,0,0,0.0,5,0,0.0
Dallas,COLFAX / ADEL,0,0,0,9,0,0.0,0,0,0.0,14,18,0.4143,0,0,0,0,0,0.0,14,15,0.0,0,0,0,8,0,0.0,0,0,0.0,10,19,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Dallas,ADEL 1,0,0,0,21,24,0.4143,0,0,0.0,20,32,0.4143,0,0,0,0,0,0.0,11,0,0.0,0,0,0,14,0,0.0,0,0,0.0,20,29,0.4143,6,0,0.0,2,0,0.0,0,0,0.0
Dallas,URBANDALE 15,0,0,0,25,0,0.0,2,0,0.0,58,73,0.4143,0,0,0,0,0,0.0,31,49,0.4143,0,0,0,19,0,0.0,5,0,0.0,30,44,0.4143,7,7,0.0,0,0,0.0,0,4,0.0
Dallas,DESOTO,0,0,0,2,2,0.0,0,0,0.0,16,16,0.4143,0,0,0,0,0,0.0,5,5,0.0,0,0,0,9,9,0.0,0,0,0.0,6,6,0.0,6,6,0.0,0,0,0.0,0,0,0.0
Dallas,SPRING VALLEY / DALLAS,0,0,0,17,17,0.4143,1,1,0.0,11,11,0.0,0,0,0,0,0,0.0,4,4,0.0,0,0,0,7,7,0.0,0,0,0.0,6,6,0.0,6,6,0.0,0,0,0.0,0,0,0.0
Dallas,ADAMS,0,0,0,15,0,0.0,0,0,0.0,23,32,0.4143,0,0,0,0,0,0.0,13,31,0.4143,0,0,0,11,0,0.0,0,0,0.0,12,12,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Dallas,WAUKEE 4,2,0,0,32,39,0.4143,0,0,0.0,64,80,0.8286,0,0,0,0,0,0.0,40,48,0.4143,0,0,0,28,0,0.0,6,0,0.0,33,57,0.4143,29,0,0.0,0,0,0.0,0,0,0.0
Dallas,WEST DES MOINES 223,0,0,0,28,29,0.4143,0,0,0.0,48,57,0.4143,0,0,0,0,0,0.0,24,26,0.4143,0,0,0,11,0,0.0,0,0,0.0,29,26,0.4143,14,0,0.0,4,0,0.0,0,0,0.0
Dallas,WAUKEE 5,0,0,0,42,51,0.4143,0,0,0.0,95,117,0.8286,0,0,0,0,0,0.0,14,14,0.0,0,0,0,24,24,0.0,0,0,0.0,49,65,0.8286,26,26,0.0,1,0,0.0,0,0,0.0
Dallas,UNION,0,0,0,12,13,0.4143,0,0,0.0,19,24,0.4143,0,0,0,0,0,0.0,15,25,0.4143,0,0,0,11,0,0.0,4,0,0.0,8,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0
Dallas,WEST DES MOINES 322,0,0,0,33,40,0.4143,0,0,0.0,32,39,0.0,0,0,0,0,0,0.0,37,44,0.4143,0,0,0,0,0,0.0,0,0,0.0,22,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Dallas,URBANDALE 14,0,0,0,73,73,0.4143,0,0,0.0,79,79,0.8286,0,0,0,0,0,0.0,39,39,0.4143,0,0,0,0,0,0.0,1,0,0.0,44,45,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Dallas,WEST DES MOINES 224,0,0,0,5,5,0.0,0,0,0.0,20,20,0.4143,0,0,0,0,0,0.0,2,2,0.0,0,0,0,6,6,0.0,0,0,0.0,11,11,0.0,1,1,0.0,0,0,0.0,0,0,0.0
Dallas,CLIVE 5,0,0,0,40,52,0.4143,0,0,0.0,81,98,0.8286,0,0,0,0,0,0.0,27,0,0.0,0,0,0,34,0,0.0,0,0,0.0,60,79,0.8286,13,0,0.0,0,0,0.0,0,0,0.0
Dallas,LINCOLN /WASHINGTON /LINN,0,0,0,6,6,0.0,0,0,0.0,7,7,0.0,0,0,0,0,0,0.0,4,4,0.0,0,0,0,1,1,0.0,4,4,0.0,7,7,0.4143,1,1,0.0,0,0,0.0,0,0,0.0
Dallas,WAUKEE 1,0,0,0,39,39,0.4143,0,0,0.0,59,59,0.8286,0,0,0,0,0,0.0,35,35,0.4143,0,0,0,48,48,0.4143,0,0,0.0,50,50,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Dallas,PERRY 1,0,0,0,36,39,0.4143,0,0,0.0,27,29,0.4143,0,0,0,0,0,0.0,5,0,0.0,0,0,0,37,41,0.4143,0,0,0.0,20,22,0.4143,7,0,0.0,0,0,0.0,0,0,0.0
Dallas,WAUKEE 2,0,0,0,56,73,0.8286,1,0,0.0,65,77,0.8286,0,0,0,0,0,0.0,26,0,0.0,0,0,0,52,57,0.4143,6,0,0.0,49,64,0.4143,31,0,0.0,0,0,0.0,4,0,0.0
Dallas,WAUKEE 6,0,0,0,40,46,0.4143,0,0,0.0,65,79,0.8286,0,0,0,0,0,0.0,18,0,0.0,0,0,0,43,49,0.4143,7,0,0.0,34,39,0.4143,11,0,0.0,0,0,0.0,0,5,0.0
Dallas,BEAVER / DES MOINES,0,0,0,34,35,0.4143,0,0,0.0,30,37,0.4143,0,0,0,0,0,0.0,20,28,0.4143,0,0,0,15,22,0.4143,0,0,0.0,18,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0
Dallas,VAN METER,1,0,0,30,34,0.4143,0,0,0.0,32,40,0.4143,0,0,0,0,0,0.0,27,35,0.4143,0,0,0,22,27,0.4143,0,0,0.0,17,7,0.0,13,1,0.0,0,0,0.0,2,0,0.0
Dallas,PERRY 3,0,0,0,17,21,0.4143,0,0,0.0,30,33,0.4143,0,0,0,0,0,0.0,5,0,0.0,0,0,0,14,16,0.4143,4,0,0.0,15,15,0.0,1,0,0.0,0,0,0.0,0,1,0.0
Dallas,WALNUT / GRIMES / GRANT,0,0,0,18,0,0.0,0,0,0.0,26,31,0.4143,0,0,0,0,0,0.0,22,31,0.4143,0,0,0,20,23,0.4143,2,0,0.0,20,23,0.0,13,0,0.0,0,0,0.0,0,0,0.0
Dallas,ADEL 2,0,0,0,34,40,0.4143,0,0,0.0,66,70,0.4143,0,0,0,0,0,0.0,29,0,0.0,0,0,0,31,32,0.4143,0,0,0.0,30,33,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Dallas,URBANDALE 13,0,0,0,58,58,0.4143,0,0,0.0,99,110,1.2429,0,0,0,0,0,0.0,51,57,0.4143,0,0,0,54,58,0.4143,0,0,0.0,52,52,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Dallas,CLIVE 6,0,0,0,47,53,0.4143,1,0,0.0,101,125,1.2429,0,0,0,0,0,0.0,22,0,0.0,0,0,0,41,47,0.4143,5,0,0.0,63,68,0.4143,15,0,0.0,0,0,0.0,0,0,0.0
Dallas,WEST DES MOINES 321,0,0,0,35,0,0.0,1,0,0.0,56,66,0.4143,0,0,0,0,0,0.0,46,71,0.8286,0,0,0,34,42,0.4143,0,0,0.0,56,64,0.4143,30,0,0.0,0,0,0.0,0,0,0.0
Dallas,WEST DES MOINES 226,0,0,0,18,0,0.0,0,0,0.0,33,40,0.4143,0,0,0,0,0,0.0,23,29,0.4143,0,0,0,52,55,0.4143,0,0,0.0,28,31,0.4143,4,0,0.0,0,0,0.0,0,0,0.0
Dallas,SUGAR GROVE / DALLAS CENTER,1,0,0,23,24,0.4143,0,0,0.0,19,25,0.4143,0,0,0,2,0,0.0,21,24,0.4143,0,0,0,23,27,0.4143,9,0,0.0,22,23,0.0,3,0,0.0,0,0,0.0,0,0,0.0
Dallas,WAUKEE 3,0,0,0,31,46,0.4143,0,0,0.0,79,102,1.2429,0,0,0,0,0,0.0,0,0,0.0,0,0,0,46,49,0.4143,0,0,0.0,45,57,0.8286,0,0,0.0,0,0,0.0,3,0,0.0
Dallas,WEST DES MOINES 222,0,0,0,41,43,0.4143,0,0,0.0,65,65,0.4143,0,0,0,0,0,0.0,39,39,0.4143,0,0,0,55,55,0.4143,2,0,0.0,48,48,0.4143,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Central,0,0,0,10,10,0.12,0,0,0.0,8,8,0.12,0,0,0,0,0,0.0,10,10,0.12,0,0,0,3,0,0.0,0,0,0.0,7,10,0.12,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Northwest,0,0,0,9,9,0.12,0,0,0.0,7,8,0.12,0,0,0,1,1,0.0,2,0,0.0,0,0,0,4,3,0.0,0,0,0.0,4,6,0.09,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Bloomfield Ward 1,0,0,0,9,11,0.15,0,0,0.0,9,11,0.15,0,0,0,0,0,0.0,4,0,0.0,0,0,0,4,0,0.0,1,0,0.0,7,12,0.18,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Southwest,0,0,0,8,9,0.15,0,0,0.0,2,3,0.06,0,0,0,0,0,0.0,1,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Bloomfield Ward 2,0,0,0,2,0,0.0,0,0,0.0,14,16,0.36,0,0,0,0,0,0.0,3,6,0.12,0,0,0,1,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Northeast,0,0,0,5,5,0.09,1,0,0.0,5,6,0.09,0,0,0,0,0,0.0,4,5,0.06,0,0,0,7,7,0.12,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Davis,Bloomfield Ward 3,0,0,0,4,5,0.09,0,0,0.0,2,3,0.06,0,0,0,0,0,0.0,4,5,0.09,0,0,0,6,6,0.12,0,0,0.0,2,1,0.0,2,1,0.0,0,0,0.0,0,0,0.0
Davis,Southeast,0,0,0,7,7,0.12,0,0,0.0,3,3,0.06,0,0,0,0,0,0.0,0,0,0.0,0,0,0,4,6,0.12,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,0,0,0,3,3,0.0941,0,0,0.0,4,5,0.1412,0,0,0,0,0,0.0,1,0,0.0,0,0,0,6,8,0.1882,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Decatur,DE/Decatur City,0,0,0,0,0,0.0,0,0,0.0,2,2,0.0471,0,0,0,1,0,0.0,2,2,0.0471,0,0,0,1,2,0.0471,0,0,0.0,2,2,0.0471,0,0,0.0,0,0,0.0,0,0,0.0
Decatur,BL/FA/Lamoni,1,0,0,19,0,0.0,0,0,0.0,37,41,0.2824,0,0,0,1,0,0.0,42,61,0.4706,0,0,0,47,54,0.4235,7,0,0.0,59,66,0.5176,9,0,0.0,2,2,0.0,1,1,0.0
Decatur,CE/ED/Leon,0,0,0,9,9,0.2353,0,0,0.0,19,19,0.4706,0,0,0,0,0,0.0,0,0,0.0,0,0,0,7,7,0.1412,0,0,0.0,7,7,0.1882,0,0,0.0,0,0,0.0,0,0,0.0
Decatur,GR/RL/Grand River,0,0,0,2,2,0.0471,0,0,0.0,7,8,0.0941,0,0,0,0,0,0.0,0,0,0.0,0,0,0,3,3,0.0471,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,0,0,0,3,3,0.0941,0,0,0.0,5,5,0.1882,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,2,0.0471,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,0,0,0,0,0,0.0,0,0,0.0,2,2,0.0471,0,0,0,1,0,0.0,2,2,0.0471,0,0,0,1,2,0.0471,0,0,0.0,2,2,0.0471,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Colony,0,0,0,12,12,0.225,0,0,0.0,3,3,0.075,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0.0,0,0,0.0,2,3,0.075,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Richland/Coffins Grove,0,0,0,12,12,0.225,0,0,0.0,5,5,0.15,0,0,0,0,0,0.0,8,9,0.15,0,0,0,4,1,0.0,0,0,0.0,7,9,0.15,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Honey Creek/Elk,0,0,0,2,4,0.15,0,0,0.0,8,8,0.3,0,0,0,0,0,0.0,5,7,0.225,0,0,0,0,0,0.0,3,0,0.0,2,0,0.0,1,0,0.0,0,0,0.0,0,2,0.0
Delaware,Oneida/N Fork/Bremen,0,0,0,4,0,0.0,0,0,0.0,13,14,0.375,0,0,0,0,0,0.0,10,16,0.375,0,0,0,5,0,0.0,4,0,0.0,3,7,0.225,0,0,0.0,0,0,0.0,3,0,0.0
Delaware,Manchester Ward 2,0,0,0,8,0,0.0,0,0,0.0,14,26,0.525,0,0,0,0,0,0.0,9,13,0.225,0,0,0,4,0,0.0,7,0,0.0,14,14,0.3,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Delaware,0,0,0,6,6,0.15,0,0,0.0,6,6,0.15,0,0,0,0,0,0.0,7,9,0.15,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Milo/Prairie,0,0,0,10,10,0.225,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,11,11,0.3,0,0,0,6,0,0.0,0,0,0.0,15,17,0.375,0,0,0.0,0,0,0.0,0,4,0.0
Delaware,Manchester Ward 3,0,0,0,15,15,0.3,0,0,0.0,15,15,0.3,0,0,0,0,0,0.0,9,9,0.225,0,0,0,0,0,0.0,9,9,0.15,10,10,0.225,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,South Fork/Union,0,0,0,11,11,0.15,0,0,0.0,11,13,0.225,0,0,0,0,0,0.0,8,9,0.15,0,0,0,5,0,0.0,1,0,0.0,12,14,0.225,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Delhi/Delaware Corp,0,0,0,9,11,0.3,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,9,10,0.225,0,0,0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Manchester Ward 1,0,0,0,9,9,0.15,0,0,0.0,12,12,0.225,0,0,0,0,0,0.0,7,7,0.15,0,0,0,10,10,0.225,0,0,0.0,7,7,0.15,0,0,0.0,0,0,0.0,0,0,0.0
Delaware,Adams/Hazel Green,0,0,0,3,0,0.0,0,0,0.0,7,8,0.15,0,0,0,0,0,0.0,1,0,0.0,0,0,0,4,7,0.15,3,0,0.0,6,9,0.225,0,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT 8,2,0,0,35,39,0.72,0,0,0.0,69,76,1.08,0,0,0,0,0,0.0,10,0,0.0,0,0,0,30,35,0.72,4,0,0.0,29,32,0.36,9,0,0.0,0,0,0.0,1,0,0.0
Des Moines,PCT 4,0,0,0,20,21,0.36,0,0,0.0,21,22,0.36,0,0,0,0,0,0.0,2,0,0.0,0,0,0,22,23,0.72,2,0,0.0,5,0,0.0,16,18,0.36,2,0,0.0,0,0,0.0
Des Moines,PCT 7,0,0,0,39,42,0.36,0,0,0.0,43,54,0.72,0,0,0,0,0,0.0,19,0,0.0,0,0,0,49,50,0.72,3,0,0.0,25,30,0.36,3,0,0.0,0,0,0.0,1,6,0.0
Des Moines,PCT 2,0,0,0,26,31,0.72,0,0,0.0,43,51,0.72,0,0,0,1,0,0.0,10,0,0.0,0,0,0,30,35,0.72,7,0,0.0,25,30,0.36,8,0,0.0,0,0,0.0,2,0,0.0
Des Moines,PCT WB,0,0,0,22,24,0.36,0,0,0.0,26,31,0.72,0,0,0,3,0,0.0,1,0,0.0,0,0,0,30,31,0.72,0,0,0.0,18,25,0.36,6,0,0.0,0,0,0.0,5,0,0.0
Des Moines,PCT MY,0,0,0,22,25,0.36,0,0,0.0,29,34,0.72,0,0,0,0,0,0.0,8,15,0.36,0,0,0,10,0,0.0,0,0,0.0,10,0,0.0,2,0,0.0,0,0,0.0,0,7,0.0
Des Moines,PCT PW,1,0,0,3,12,0.36,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,2,0,0.0,0,0,0,7,8,0.0,1,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0
Des Moines,PCT HJ,0,0,0,9,0,0.0,0,0,0.0,15,21,0.36,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,0,0.0,0,0,0.0,10,15,0.36,1,0,0.0,0,0,0.0,0,1,0.0
Des Moines,PCT 1T,0,0,0,24,0,0.0,0,0,0.0,64,71,1.08,0,0,0,0,0,0.0,28,39,0.36,0,0,0,26,26,0.36,0,0,0.0,28,34,0.36,9,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT 6,0,0,0,6,0,0.0,0,0,0.0,12,20,0.36,0,0,0,0,0,0.0,1,0,0.0,0,0,0,28,33,0.36,0,0,0.0,6,0,0.0,12,14,0.36,0,0,0.0,2,0,0.0
Des Moines,PCT FM,0,0,0,16,17,0.36,0,0,0.0,34,37,0.72,0,0,0,0,0,0.0,9,0,0.0,0,0,0,16,17,0.36,0,0,0.0,21,26,0.36,2,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT 3,0,0,0,35,0,0.0,0,0,0.0,80,95,0.72,0,0,0,0,0,0.0,50,73,0.36,0,0,0,56,67,0.36,0,0,0.0,45,55,0.36,29,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT 5,0,0,0,32,35,0.72,0,0,0.0,31,49,0.72,0,0,0,0,0,0.0,8,0,0.0,0,0,0,26,30,0.36,5,0,0.0,12,0,0.0,8,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT DM,0,0,0,6,6,0.0,0,0,0.0,9,9,0.0,0,0,0,0,0,0.0,8,9,0.36,0,0,0,9,9,0.36,0,0,0.0,10,11,0.36,8,8,0.0,0,0,0.0,2,0,0.0
Des Moines,PCT UNION,0,0,0,5,0,0.0,0,0,0.0,6,10,0.36,0,0,0,0,0,0.0,3,0,0.0,0,0,0,6,8,0.36,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Des Moines,PCT 9,0,0,0,33,42,0.72,0,0,0.0,43,51,1.08,0,0,0,0,0,0.0,11,0,0.0,0,0,0,26,26,0.36,6,0,0.0,21,26,0.36,6,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 12,0,0,0,7,7,0.125,0,0,0.0,9,14,0.125,0,0,0,0,0,0.0,7,7,0.125,0,0,0,6,7,0.125,2,0,0.0,3,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 03,0,0,0,14,14,0.25,0,0,0.0,14,14,0.25,0,0,0,0,0,0.0,10,10,0.125,0,0,0,8,8,0.125,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 04,0,0,0,2,0,0.0,0,0,0.0,2,0,0.0,0,0,0,0,0,0.0,2,7,0.125,0,0,0,4,4,0.125,0,0,0.0,2,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 14,0,0,0,6,7,0.125,0,0,0.0,6,10,0.125,0,0,0,0,0,0.0,5,0,0.0,0,0,0,8,8,0.125,0,0,0.0,8,8,0.125,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,0,0,0,14,14,0.125,0,0,0.0,8,8,0.125,0,0,0,0,0,0.0,7,7,0.125,0,0,0,0,0,0.0,0,0,0.0,7,7,0.125,7,7,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 06,0,0,0,3,2,0.0,0,0,0.0,3,3,0.125,0,0,0,0,0,0.0,3,4,0.125,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 09,0,0,0,0,0,0.0,0,0,0.0,5,5,0.125,0,0,0,0,0,0.0,0,0,0.0,0,0,0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 02,0,0,0,18,19,0.25,0,0,0.0,13,16,0.25,0,0,0,0,0,0.0,9,11,0.125,0,0,0,7,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,0.0
Dickinson,Precinct No. 05,0,0,0,10,11,0.125,0,0,0.0,26,27,0.5,0,0,0,0,0,0.0,1,0,0.0,0,0,0,1,0,0.0,1,0,0.0,20,20,0.25,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 07,0,0,0,4,4,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,6,6,0.125,0,0,0,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 08,0,0,0,15,15,0.25,0,0,0.0,27,27,0.5,0,0,0,0,0,0.0,16,16,0.25,0,0,0,24,24,0.5,0,0,0.0,15,15,0.25,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 01,0,0,0,7,8,0.125,0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,3,6,0.125,0,0,0,8,9,0.25,2,0,0.0,6,7,0.125,3,0,0.0,0,0,0.0,0,2,0.0
Dickinson,Precinct No. 15,0,0,0,27,31,0.5,0,0,0.0,34,37,0.5,0,0,0,0,0,0.0,21,26,0.375,0,0,0,18,21,0.25,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 13,0,0,0,10,16,0.25,0,0,0.0,14,21,0.25,0,0,0,0,0,0.0,4,0,0.0,0,0,0,13,17,0.25,4,0,0.0,7,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0
Dickinson,Precinct No. 11,0,0,0,9,10,0.125,0,0,0.0,14,17,0.125,0,0,0,0,0,0.0,17,18,0.25,0,0,0,9,17,0.25,3,0,0.0,6,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_10,0,0,0,31,42,0.5333,2,0,0.0,55,61,0.8,0,0,0,5,0,0.0,24,0,0.0,0,0,0,47,62,1.0667,2,0,0.0,34,43,0.5333,8,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_15,0,0,0,34,36,0.5333,0,0,0.0,32,34,0.5333,0,0,0,0,0,0.0,2,0,0.0,0,0,0,59,67,1.0667,1,0,0.0,19,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_02,0,0,0,77,81,0.8,0,0,0.0,71,90,1.0667,0,0,0,2,0,0.0,54,61,0.5333,0,0,0,47,0,0.0,4,0,0.0,63,76,0.8,20,0,0.0,0,0,0.0,1,0,0.0
Dubuque,Dubuque_33,0,0,0,26,28,0.5333,0,0,0.0,32,41,0.8,0,0,0,0,0,0.0,6,0,0.0,0,0,0,11,0,0.0,0,0,0.0,20,29,0.5333,6,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_31,0,0,0,58,63,0.8,0,0,0.0,62,69,1.0667,0,0,0,0,0,0.0,35,38,0.5333,0,0,0,28,0,0.0,1,0,0.0,36,49,0.8,5,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_40,0,0,0,17,19,0.5333,0,0,0.0,14,14,0.2667,0,0,0,0,0,0.0,5,8,0.2667,0,0,0,6,0,0.0,2,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,4,4,0.0
Dubuque,Dubuque_01,0,0,0,65,68,0.8,0,0,0.0,63,78,0.8,0,0,0,0,0,0.0,44,44,0.5333,0,0,0,34,0,0.0,0,0,0.0,41,53,0.5333,7,0,0.0,0,0,0.0,0,0,0.0
Dubuque,Dubuque_34,0,0,0,55,65,0.8,0,0,0.0,55,87,1.3333,0,0,0,0,0,0.0,26,41,0.5333,0,0,0,20,0,0.0,17,0,0.0,21,0,0.0,2,0,0.0,0,0,0.0,3,0,0.0
